root_cause_cluster_id,repo_name,pr_number,cluster_key_within_pr,alert_n,rule_n,rules_json,files_json,root_cause_category,mechanism_subcategory,disposition,change_operation,violated_relation,cause_statement,evidence_summary,confidence
rccluster-c1fee75d53547900db79,Netflix/metaflow,2467,suppressed-assignment-value-dropped,2,1,"[""py/mixed-returns""]","[""metaflow/_vendor/typeguard/_functions.py""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,modification_or_replacement,control_flow,"Two vendored typeguard assignment checkers changed their suppressed paths from returning the assignment value to a bare return while other paths still return the value, introducing path-dependent None results.","metaflow/_vendor/typeguard/_functions.py:243,262 and each function's explicit value-return paths.",high
rccluster-b8359a3456a64683ee2c,NewFuture/DDNS,495,cache-test-imprecise-membership-assert,1,1,"[""py/imprecise-assert""]","[""tests/test_util_cache.py""]",redundant_or_locally_inconsistent_construction,local_syntax_style_or_annotation_inconsistency,,new_code_addition,local_syntax_or_style_convention,The cache test expresses membership through assertTrue instead of the test framework's informative assertIn operation.,tests/test_util_cache.py:180 and the __private membership assertion.,high
rccluster-cea56236d0e521e87914,NewFuture/DDNS,498,aliesa-test-imprecise-assertions,2,1,"[""py/imprecise-assert""]","[""tests/test_provider_aliesa.py""]",redundant_or_locally_inconsistent_construction,local_syntax_style_or_annotation_inconsistency,,new_code_addition,local_syntax_or_style_convention,The new Aliesa provider test expresses equality and membership checks through assertTrue instead of the test framework's informative assertEqual and assertIn operations.,"tests/test_provider_aliesa.py:501,506 and the two IP-record assertions.",high
rccluster-d64f567764c8e40daa6c,OHIF/Viewers,4998,mode-template-unused-hotkeys-import,1,1,"[""js/unused-local-variable""]","[""platform/cli/templates/mode/src/index.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The mode template added hotkeys to its core import but does not register or reference any hotkey configuration.,platform/cli/templates/mode/src/index.tsx:1 and the modified template.,high
rccluster-103c68d7c83bc5dfd7a1,OneKeyHQ/app-monorepo,6756,account-rename-unused-navigation-hook,1,1,"[""js/unused-local-variable""]","[""packages/kit/src/views/AccountManagerStacks/components/AccountEdit/AccountRenameButton.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,AccountRenameButton creates a navigation object but its press handler opens the rename dialog directly and never uses navigation.,AccountRenameButton.tsx:31 and the onPress handler.,high
rccluster-b2e1c2b7e798b8f007ec,OneKeyHQ/app-monorepo,6756,address-book-unused-navigation-scaffolding,2,1,"[""js/unused-local-variable""]","[""packages/kit/src/views/AddressBook/components/CreateOrEditContent.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"CreateOrEditContent imports EModalRoutes and creates app navigation, but its create/edit submission flow uses neither binding.","CreateOrEditContent.tsx:31,81 and the component's submission handlers.",high
rccluster-37d98c8832d2584f7ec2,OneKeyHQ/app-monorepo,6756,bookmark-input-comment-residue,1,1,"[""js/unused-local-variable""]","[""packages/kit/src/views/Discovery/pages/BookmarkListModal/index.tsx""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,BookmarkListModal commented out its Input rendering but retained the Input import.,BookmarkListModal/index.tsx:5 and the commented <Input autoFocus /> markup.,high
rccluster-5191c6691e587a5e5e00,OneKeyHQ/app-monorepo,6756,hardware-label-input-refactor-residue,1,1,"[""js/unused-local-variable""]","[""packages/kit/src/views/AccountManagerStacks/components/WalletRename/HardwareLabelSetDialog.tsx""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,HardwareLabelSetDialog replaced its local Input/Form markup with RenameInputWithNameSelector but retained the obsolete Form and Input imports.,HardwareLabelSetDialog.tsx:7 and the changed dialog JSX.,high
rccluster-052e741c31c6fca1c85a,OneKeyHQ/app-monorepo,6756,rename-dialog-unused-ui-scaffolding,2,1,"[""js/unused-local-variable""]","[""packages/kit/src/components/RenameDialog/index.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,"The RenameDialog change adds a local intl hook and SizableText/YStack imports while retaining useDialogInstance, but the resulting dialog uses appLocale.intl and none of those added/retained bindings.","packages/kit/src/components/RenameDialog/index.tsx:7,134 and the component JSX.",high
rccluster-c2fe8b296146ba98c75b,OneKeyHQ/app-monorepo,6756,wallet-rename-unused-modal-scaffolding,5,1,"[""js/unused-local-variable""]","[""packages/kit/src/views/AccountManagerStacks/components/WalletRename/WalletRenameButton.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,"WalletRenameButton adds modal routes, navigation, translations, intl, Button, and YStack dependencies but continues to invoke the rename-dialog helpers directly and render with the existing primitives.","WalletRenameButton.tsx:4,14-15,28-29 and the resulting handlers/JSX.",high
rccluster-f5760f63afac089f39dd,OpenHFT/Chronicle-Wire,1058,wire-key-parameter-doc-renames,2,1,"[""java/unknown-javadoc-parameter""]","[""src/main/java/net/openhft/chronicle/wire/WireOut.java""]",interface_or_contract_mismatch,export_documentation_or_metadata_mismatch,,interface_or_schema_change,documentation_or_annotation_target,"The parameter-naming cleanup changed the write(CharSequence) declaration from key to fieldName without changing its @param tag, while changing the writeEventName documentation to fieldName without renaming that method's key parameter.","WireOut.java:56,118 and the paired signature/Javadoc edits in the same interface.",high
rccluster-f7b342b341016f2db787,OpenHFT/Chronicle-Wire,1061,parameter-renames-not-propagated-to-javadoc,6,1,"[""java/unknown-javadoc-parameter""]","[""src/main/java/net/openhft/chronicle/wire/FieldInfo.java"", ""src/main/java/net/openhft/chronicle/wire/MethodWriterInvocationHandlerSupplier.java"", ""src/main/java/net/openhft/chronicle/wire/WireIn.java"", ""src/main/java/net/openhft/chronicle/wire/WireOut.java""]",interface_or_contract_mismatch,export_documentation_or_metadata_mismatch,,cross_file_propagation,documentation_or_annotation_target,"The parameter-renaming refactor changed six method parameters across FieldInfo, WireOut, WireIn, and MethodWriterInvocationHandlerSupplier without propagating the new names to their @param tags.","FieldInfo.java:197,210; WireOut.java:315,317; WireIn.java:243; MethodWriterInvocationHandlerSupplier.java:59 and their paired declarations/Javadocs.",high
rccluster-8b747de451b6e1bf1dba,OpenPipe/ART,153,empty-server-retry-handler,1,1,"[""py/empty-except""]","[""src/art/local/vllm.py""]",dependency_error_or_resource_mismanagement,missing_or_overbroad_failure_handling,,modification_or_replacement,exception_or_resource_lifecycle,"The server readiness loop replaced its retry delay with a bare empty handler, causing every exception to be silently swallowed without explanation or backoff.",src/art/local/vllm.py:70-71; the patch replaces await asyncio.sleep(0.1) with pass in a bare except block.,high
rccluster-93b5fbef7dfa34cf01b7,OpenPipe/ART,161,rl-runner-unused-import-scaffold,5,1,"[""py/unused-import""]","[""dev/tau-bench/run_rl.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new tau-bench RL runner imported json, os, datetime, Agent, and several typing aliases but the implemented runner uses none of them.","dev/tau-bench/run_rl.py:5-8,18 and the complete new script.",high
rccluster-ef40cef0c4a89b0abc4f,OpenPipe/ART,162,training-script-unused-json,1,1,"[""py/unused-import""]","[""run_training.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new training script imported json but represented and consumed its configuration as Python objects without serialization or parsing.,run_training.py:3 and the complete new script.,high
rccluster-52832b03b774b2dc5d55,PrefectHQ/marvin,1162,truth-test-only-api-key-binding,1,1,"[""py/unused-global-variable""]","[""examples/slackbot/src/slackbot/__main__.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,modification_or_replacement,definition_use,The Slackbot example bound anthropic_api_key with a walrus expression solely to test the environment value's truthiness and never consumed the name afterward.,examples/slackbot/src/slackbot/__main__.py:20 and the remainder of the module.,high
rccluster-b256402aba917454ac58,PythonNest/PyNest,107,controller-unused-depends-import,1,1,"[""py/unused-import""]","[""nest/core/decorators/controller.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The controller decorator added FastAPI Depends without integrating dependency injection into the decorator implementation.,nest/core/decorators/controller.py:4 and the head decorator body.,high
rccluster-d2b091029ef8c28e41fc,PythonNest/PyNest,107,guard-example-unused-auth-scaffold,3,1,"[""py/unused-import""]","[""examples/guard_examples.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new guard example imported Depends, jwt, and three authentication schemes that were not represented in the implemented guard examples.",examples/guard_examples.py:11-20 and the complete new example.,high
rccluster-60db55413ddc796ea7f6,PythonNest/PyNest,107,guard-test-unused-inspect,1,1,"[""py/unused-import""]","[""tests/test_core/test_decorators/test_guard.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new guard tests imported inspect but did not perform signature or reflection checks with it.,test_guard.py:1 and the complete new test.,high
rccluster-fd9fafb8ef16fd50ecc0,PythonNest/PyNest,107,simple-guard-narrowed-signature,1,1,"[""py/inheritance/signature-mismatch""]","[""tests/test_core/test_decorators/test_guard.py""]",interface_or_contract_mismatch,override_or_type_contract_mismatch,,new_code_addition,override_or_inheritance_contract,"The new SimpleGuard override omitted the credentials parameter accepted by BaseGuard.can_activate, so framework calls using the base contract supply one argument too many.",tests/test_core/test_decorators/test_guard.py:14 compared with BaseGuard.can_activate.,high
rccluster-e790cb9935eac3a5e59f,RAGEN-AI/RAGEN,112,seed-test-unused-pytest,1,1,"[""py/unused-import""]","[""tests/es_manager/test_seed_iteration.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new seed-iteration test imported pytest but implemented its checks with plain assertions and no pytest symbol, fixture, or marker.",tests/es_manager/test_seed_iteration.py:1 and the complete new test file.,high
rccluster-a963c1059230d4786e41,Shelf-nu/shelf.nu,1905,post-guard-redundant-item-check,1,1,"[""js/trivial-conditional""]","[""app/atoms/qr-scanner.ts""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,modification_or_replacement,control_flow,"The added duplicate-check branch tested item after the immediately preceding guard had already returned for every falsy item, making that part of the condition invariantly true.",app/atoms/qr-scanner.ts:86 guard and line 91 conditional.,high
