alert_id,group,repo_name,pr_number,rule_id,file_path,start_line,issue_domain,source_set,source_reviewer_role,source_disposition,independent_rereview_disposition,consensus_disposition,status,disposition,human_condition_present,human_introduced_by_pr,human_valid_issue,resolution_basis,notes
qalert-023069b82a954812b77ce987,human,AgentOps-AI/agentops,818,py/unused-local-variable,third_party/opentelemetry/instrumentation/agents/agentops_agents_instrumentor.py,287,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,逐项复核 Before/Head：on_span_end 中 span_type 的赋值在基线第 287 行已经存在且从未使用；本 PR 只进行了引号和格式化调整，未引入该未使用局部变量。
qalert-0232daffd95073a361b91d7b,ai,dailydotdev/apps,4632,js/trivial-conditional,packages/shared/src/features/onboarding/steps/FunnelOrganicSignup.tsx,143,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,"useEffect already returns when !isAuthReady, so the inner isAuthReady && check is always true."
qalert-0244f515f6ac3ac3ad41f3c5,ai,dagster-io/dagster,30864,py/import-and-import-from,examples/docs_snippets/docs_snippets/concepts/resources/pythonic_resources.py,692,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,pythonic_resources.py:692 片段内 import dagster as dg。文档按 start_ 段重复导入，文件里另有 from dagster import，是摘录惯用法不是缺陷。
qalert-024867dfd66a413ebc5c0354,human,wolfSSL/wolfssl,8606,cpp/commented-out-code,wolfssl/wolfcrypt/tfm.h,626,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,tfm.h 第626行注释掉的 fp_gcd。与 before 相同，仅版权年有 diff。
qalert-0257fac53a3f6246838d85c5,human,stack-auth/stack-auth,590,js/unused-local-variable,apps/e2e/tests/backend/endpoints/api/v1/api-keys.test.ts,910,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,新文件 api-keys.test.ts 解构 createUserApiKeyResponse: apiKey1 只为创建副作用，随后用 list snapshot，apiKey1 未读。
qalert-0271537b486d9991c0c3aedb,ai,reflex-dev/reflex,5555,py/cyclic-import,reflex/utils/console.py,138,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,console.py 第138行在函数体内 from reflex.environment import environment。这是延迟导入，同文件 log_file_console 已有相同写法，用来避开顶层环。
qalert-02739b9f24f799a86e63a982,human,microsoft/ApplicationInsights-JS,2493,js/use-of-returnless-function,AISKU/Tests/Manual/ai2.test.js,7779,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,AISKU/Tests/Manual/ai2.test.js 使用 BaseTelemetryPlugin 无返回值，SDK 测试整包。
qalert-0275631eeb5e1aa18a62751d,ai,dotCMS/core,32609,java/missing-override-annotation,dotCMS/src/main/java/com/liferay/portlet/ActionResponseImpl.java,259,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,ActionResponseImpl.sendRedirect 缺 @Override。空 diff。
qalert-029a4180e4452b16971ffdc4,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3/index.js:1 又一处无效果表达式，同一份打包后的 Stripe v3。
qalert-02b090ab3664c76f5e287f8e,ai,onetimesecret/onetimesecret,1538,rb/useless-assignment-to-local,apps/api/v1/controllers/helpers.rb,50,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,v1 helpers.rb carefully 里 obscured = ... 之后直接 return return_value。before 已有同样未读赋值；本 PR 只改了 Plan 命名空间。
qalert-02b0d8d88b215a2e460c25a4,human,microsoft/ApplicationInsights-JS,2493,js/unused-local-variable,channels/1ds-post-js/test/Unit/src/SerializerTest.ts,4,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,SerializerTest.ts 新文件导入 PostChannel、IXHROverride、IPayloadData，测试只用 Serializer。
qalert-02bf3a4aeba1fb7d4a8d8927,human,promptfoo/promptfoo,4459,js/log-injection,src/util/database.ts,210,security,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,database.ts updateResult 的 logger.error 带 id。before 已是同一行日志。
qalert-02c4025f0cbceaaaab3ac97a,human,mendableai/firecrawl,1434,js/unused-local-variable,apps/api/src/controllers/auth.ts,233,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,getACUCTeam 声明 cacheKeyACUC，读写缓存的代码均被注释，存活路径未使用。
qalert-02c4983e8c69489742f8fd85,human,Kanaries/graphic-walker,463,js/trivial-conditional,packages/graphic-walker/src/lib/observablePlot.ts,333,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,observablePlot.ts 新文件在 else if (colorField && ...) 内写 z: colorField || undefined，colorField 此时恒真，|| undefined 无意义。
qalert-02c6ea7aa0d2bf3fb47ca270,ai,CapSoftware/Cap,567,js/unused-local-variable,apps/web/app/api/utils.ts,4,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,"api/utils.ts 4行 import { buildEnv, serverEnv } 与 before 相同；本 PR 加的是 drizzle/db。"
qalert-02cd9a28b7ad854e818a5431,human,bespokelabsai/curator,345,py/call/wrong-named-class-argument,tests/unittests/test_simple_vllm.py,22,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,本 PR 从 LLM.__init__ 去掉 max_tokens/max_model_length，test_simple_vllm.py 仍按旧关键字传参。
qalert-02d9d79c3ae321593e183316,human,microsoft/ApplicationInsights-JS,2493,js/unneeded-defensive-code,AISKU/Tests/Manual/ai3.test.js,1861,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,AISKU/Tests/Manual/ai3.test.js 第 1861 行守卫恒假，SDK 测试整包。
qalert-02da85693bfc6cda98d0f1a8,human,microsoft/git,764,cpp/implicit-function-declaration,compat/mingw.c,1821,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,GetFileType 同样是 Win32 API，出现在已有的句柄继承诊断路径。隐式声明是 CodeQL 看不到 Windows 头的结果，不是缺少 #include 的真实编译错误。
qalert-02dbbb1895b500bb4a5c1389,human,marimo-team/marimo,4861,py/empty-except,tests/_server/rtc/test_rtc_doc.py,54,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,新增 test_quick_reconnection 在 cleanup_task.cancel() 之后 except asyncio.CancelledError: pass。这是测试里吞掉任务取消的惯用写法，不是把业务异常悄悄丢掉；空 except 规则字面上成立，但测试桩不需要为 CancelledError 再加注释才算合格。
qalert-02def91ae66f8925c5a95a80,ai,prebid/Prebid.js,13333,js/automatic-semicolon-insertion,modules/lemmaDigitalBidAdapter.js,551,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,逐项复核 Before/Head：第 551 行在基线中同样以无分号的 var sizes 赋值结束；PR 仅把 playerSize[0] 改为 playerSize，没有新增自动分号插入问题，因此条件存在但不是本 PR 引入。
qalert-02e278c518ae08ba8921c654,human,langchain-ai/langsmith-sdk,1694,py/unsafe-cyclic-import,python/langsmith/evaluation/_arunner.py,36,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,_arunner.py:36 从 _runner 导入 _extract_feedback_keys。before 第 36 行已导入该名，循环边基线已有。
qalert-02e5bc62aaa7f4690028b13a,ai,calcom/cal.com,21590,js/unused-local-variable,packages/features/ee/teams/pages/team-settings-view.tsx,154,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,本 PR 新增 PrivacySettingsView 里 const { t } = useLocale()，该组件 JSX 未调用 t。
qalert-02edb4df3e9f80c17427c45c,ai,vlm-run/vlmrun-hub,60,py/unused-import,vlmrun/hub/schemas/contrib/document/w2_form.py,1,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,新 schema w2_form.py 导入 datetime.date，字段全是 str | None。
qalert-031052b61c134921e88f704f,ai,novuhq/novu,8562,js/unused-local-variable,apps/dashboard/src/components/workflow-editor/test-workflow/test-workflow-drawer.tsx,29,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,test-workflow-drawer imports RiPlayCircleLine with other remix icons; that icon is unused.
qalert-032df438d75924f608a78203,ai,CapSoftware/Cap,574,js/unused-local-variable,apps/web/app/dashboard/caps/components/UploadCapButton.tsx,106,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,新文件 UploadCapButton.tsx 计算 fileSizeMB 后未用于进度或限制判断。
qalert-032fbfbdcffeb601bba6772f,human,microsoft/onnxruntime-genai,1264,cpp/short-global-name,src/python/python.cpp,470,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,"python.cpp:470 的 m.def(""is_webgpu_available"", ...)。diff 可见 PYBIND11_MODULE(onnxruntime_genai, m)，m 是 pybind11 模块句柄的惯用参数名，不是文件级短全局变量。"
qalert-03486ba30a276f49a899e938,human,microsoft/ApplicationInsights-JS,2493,js/automatic-semicolon-insertion,channels/offline-channel-js/Tests/Unit/src/offlinetimer.tests.ts,275,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,channels/offline-channel-js/Tests/Unit/src/offlinetimer.tests.ts 第 275 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。
qalert-0351794271d1d56774e76378,human,prebid/Prebid.js,12985,js/unused-local-variable,test/spec/modules/nexx360BidAdapter_spec.js,8,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,nexx360BidAdapter_spec.js 本 PR 在 describe 前新增 const instreamResponse，测试未引用。
qalert-0353b3f205ea007db14a5959,ai,Netflix/metaflow,2467,py/call/wrong-arguments,metaflow/runner/click_api.py,651,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,click_api.py __main__ 示例 api().tag().add(...)。before 已有同样调用；_method 是动态生成的 click 包装。
qalert-036f8c5d5b5b257165535c2e,human,microsoft/typespec,7115,java/missing-override-annotation,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/template/clientcore/ClientCorePomTemplate.java,146,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,该方法在本 PR 新增或改写后覆盖父类方法，但声明前没有 @Override；覆盖关系经父类定位确认。
qalert-0373a7c0fed9307a66a6fef6,ai,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/MethodCustomization.java,101,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,MethodCustomization.java:101 调用 LSP4J SymbolInformation.getLocation。这是 Autorest 生成器对接 Eclipse language client 的定制层，沿用该 API 不是产品缺陷。
qalert-03778e9ae90d0579f0fd73c0,human,vdaas/vald,2841,go/useless-assignment-to-local,internal/net/grpc/pool/pool.go,499,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,grpc pool.go 未使用的 err。head 与 before 相同，空 diff。
qalert-037e4f46502cdea7bcd6005a,human,microsoft/ApplicationInsights-JS,2493,js/automatic-semicolon-insertion,docs/webSdk/applicationinsights-common/assets/main.js,4,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,TypeDoc applicationinsights-common/assets/main.js 第 4 行 ASI，文档站点打包。
qalert-037ed04e40edd0ebfc67c9f1,human,onlook-dev/onlook,1902,js/useless-assignment-to-local,apps/web/preload/dist/index.js,89396,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,同一 preload dist 打包文件第 89396 行 res 赋值未使用，属打包产物。
qalert-038071531a3ca46d752ce4a9,human,microsoft/git,764,cpp/implicit-function-declaration,compat/mingw.c,3332,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,QueryServiceStatusEx 用于查询 afunix 服务，属 Windows SCM API。平台头在真实构建中提供声明；分析器误报隐式声明。
qalert-0396fd6c52809e2097a177be,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3/index.js useless-expression（ordinal 4353），第三方压缩包。
